iter	RMSE
346	4.271224862
347	4.266546927
348	4.264335255
349	4.261634495
350	4.260714481
351	4.257961994
352	4.252414254
353	4.247823471
354	4.247333583
355	4.245781837
356	4.240718903
357	4.238421238
358	4.231925289
359	4.231247269
360	4.23032545
361	4.22436011
362	4.221469726
363	4.21687882
364	4.216174801
365	4.213047052
366	4.209106585
367	4.204993385
368	4.204277937
369	4.201184525
370	4.196943837
371	4.196593557
372	4.19219526
373	4.190220969
374	4.188888318
375	4.185635478
376	4.181879957
377	4.177700668
378	4.173670535
379	4.172332536
380	4.169039836
381	4.166982017
382	4.161730068
383	4.157436904
384	4.155163282
385	4.152897632
386	4.149325504
387	4.14528994
388	4.141849785
389	4.137439786
390	4.133524941
391	4.132377314
392	4.127577374
393	4.124743473
394	4.124234711
395	4.120000961
396	4.118923229
397	4.118527589
398	4.116091931
399	4.115762526
400	4.11390761
401	4.109846045
402	4.107138521
403	4.105631171
404	4.10523614
405	4.102728766
406	4.100139007
407	4.098604777
408	4.094482392
409	4.09357679
410	4.089717894
411	4.086999461
412	4.083423352
413	4.080380534
414	4.076132961
415	4.075724059
416	4.073760794
417	4.071795397
418	4.068367631
419	4.063331085
420	4.058914888
421	4.057180254
422	4.052448403
423	4.049441297
424	4.047890363
425	4.047637055
426	4.04564868
427	4.041888755
428	4.037446562
429	4.035704772
430	4.031349044
431	4.026744973
432	4.025645304
433	4.021478175
434	4.020603658
435	4.01592497
436	4.0150678
437	4.013607908
438	4.013273035
439	4.011987847
440	4.00804358
441	4.003850288
442	3.999957507
443	3.99770741
444	3.997245172
445	3.993627511
446	3.991034535
447	3.986157228
448	3.986039823
449	3.983857899
450	3.982740414
451	3.982341403
452	3.980816151
453	3.977473144
454	3.975618309
455	3.974249655
456	3.969648208
457	3.96569535
458	3.962036718
459	3.959257847
460	3.956340077
461	3.953742188
462	3.950356719
463	3.949434103
464	3.949067588
465	3.946024663
466	3.945586124
467	3.942133996
468	3.940940617
469	3.939351217
470	3.936329458
471	3.932252629
472	3.930279963
473	3.926992906
474	3.92555683
475	3.924243625
476	3.921097595
477	3.919219821
478	3.917293907
479	3.915256849
480	3.912418891
481	3.908368641
482	3.906343672
483	3.905980551
484	3.901881026
485	3.901749865
486	3.898955259
487	3.898854303
488	3.89862058
489	3.895387267
490	3.891976798
491	3.889524356
492	3.885739787
493	3.88149152
494	3.880784957
495	3.876649142
496	3.873098578
497	3.872120182
498	3.870171893
499	3.868271142
500	3.867535122
501	3.866307976
502	3.863361346
503	3.862388654
504	3.858061997
505	3.85431568
506	3.852126242
507	3.849015242
508	3.848794907
509	3.848570886
510	3.845181082
511	3.842183394
512	3.83936092
513	3.838969677
514	3.835921583
515	3.833841964
516	3.829635107
517	3.827687168
518	3.825370271
519	3.821408738
520	3.818461854
521	3.815373584
522	3.811537482
523	3.81051407
524	3.807144082
525	3.804723096
526	3.804409527
527	3.803769367
528	3.800993605
529	3.800558207
530	3.797771066
531	3.795817823
532	3.79494967
533	3.79323961
534	3.790773032
535	3.787783514
536	3.78395136
537	3.781594368
538	3.778220755
539	3.777840606
540	3.774333491
541	3.771841443
542	3.77005563
543	3.765842869
544	3.764624136
545	3.760762951
546	3.760517084
547	3.756838409
548	3.756446211
549	3.753562144
550	3.752191678
551	3.74908369
552	3.74768329
553	3.74740174
554	3.746773901
555	3.74639165
556	3.743585304
557	3.740816854
558	3.736922467
559	3.734038548
560	3.73142069
561	3.728243576
562	3.72717718
563	3.72514332
564	3.721730629
565	3.718819645
566	3.716700701
567	3.714183358
568	3.711981299
569	3.708208642
570	3.707098822
571	3.70494095
572	3.701741437
573	3.697509648
574	3.694318292
575	3.693473607
576	3.690897353
577	3.688319862
578	3.688176948
579	3.686540578
580	3.685164308
581	3.682033277
582	3.680262535
583	3.678175408
584	3.676898914
585	3.674645048
586	3.672555758
587	3.670354862
588	3.667423735
589	3.665934065
590	3.66424175
591	3.661720196
592	3.660818384
593	3.658142078
594	3.657766501
595	3.657097149
596	3.655015951
597	3.654570103
598	3.652943527
599	3.648963517
600	3.646297047
601	3.64231248
602	3.640437796
603	3.639094339
604	3.63720141
605	3.636621858
606	3.633658673
607	3.630152516
608	3.629907613
609	3.62662871
610	3.623772391
611	3.62366709
612	3.622246877
613	3.62199099
614	3.619907047
615	3.616985085
616	3.616798943
617	3.615489544
618	3.613802611
619	3.612777587
620	3.610421393
621	3.610265033
622	3.608537009
623	3.605316667
624	3.604250436
625	3.601633591
626	3.600733334
627	3.598493616
628	3.596410395
629	3.595634393
630	3.593210679
631	3.592072295
632	3.590893814
633	3.587008973
634	3.583394287
635	3.58288475
636	3.579038856
637	3.576468589
638	3.576311762
639	3.575147548
640	3.570905808
641	3.570699413
642	3.569062056
643	3.565400306
644	3.565200087
645	3.563725439
646	3.561348201
647	3.5585173
648	3.556542202
649	3.553786683
650	3.55194313
651	3.548639245
652	3.546537967
653	3.545429307
654	3.542701335
655	3.54033389
656	3.538743707
657	3.536242847
658	3.534078044
659	3.532320115
660	3.53112461
661	3.528770686
662	3.527276632
663	3.525232511
664	3.522514197
665	3.520573355
666	3.518571953
667	3.51539681
668	3.512457036
669	3.511619005
670	3.509493947
671	3.508990793
672	3.507724925
673	3.505295495
674	3.502379687
675	3.501150608
676	3.500498192
677	3.500119167
678	3.498481217
679	3.497472725
680	3.49739115
681	3.495843318
682	3.495526469
683	3.494397173
684	3.491873183
685	3.490397197
686	3.488345498
687	3.486297206
688	3.484320881
689	3.481092142
690	3.478632941
691	3.477481509
692	3.476274696
693	3.474783484
694	3.474680043
695	3.473282513
696	3.470525642
697	3.469208901
698	3.468398669
699	3.46786416
700	3.4670579
701	3.466845321
702	3.464937674
703	3.462594549
704	3.460619746
705	3.458498039
706	3.455125321
707	3.453333088
708	3.449858847
709	3.448234868
710	3.447662574
711	3.447484585
712	3.44725247
713	3.447040409
714	3.445974624
715	3.444352259
716	3.442835541
717	3.441732362
718	3.440890331
719	3.439131768
720	3.436760395
721	3.436334788
722	3.433920963
723	3.433008889
724	3.431206181
725	3.430706777
726	3.429900655
727	3.428693103
728	3.426652128
729	3.426618903
730	3.423361106
731	3.420395666
732	3.417855787
733	3.417674364
734	3.415712951
735	3.412062243
736	3.41017374
737	3.40831236
738	3.407174731
739	3.406432135
740	3.404268993
741	3.40318764
742	3.402350442
743	3.400307194
744	3.399513249
745	3.398505287
746	3.397406508
747	3.396725987
748	3.394159581
749	3.392597952
750	3.392447201
751	3.389537948
752	3.388554381
753	3.386694579
754	3.385340536
755	3.383004045
756	3.380425876
757	3.379380813
758	3.378611782
759	3.37785839
760	3.375802483
761	3.375117997
762	3.374056513
763	3.373893643
764	3.372016317
765	3.369689461
766	3.368875803
767	3.366364636
768	3.363905731
769	3.362569732
770	3.360293262
771	3.357331914
772	3.355643017
773	3.353379166
774	3.351773608
775	3.348569163
776	3.348140449
777	3.346507407
778	3.343427542
779	3.34097248
780	3.338352589
781	3.337014553
782	3.33555851
783	3.335445009
784	3.335297401
785	3.332209138
786	3.329580799
787	3.327448333
788	3.32495068
789	3.323867163
790	3.321287524
791	3.318755513
792	3.317958143
793	3.317800244
794	3.315218618
795	3.314901813
796	3.311490408
797	3.310453699
798	3.309694614
799	3.309148232
800	3.307173085
801	3.306380152
802	3.305684289
803	3.303253675
804	3.300064156
805	3.298283369
806	3.295537928
807	3.29440242
808	3.293465072
809	3.292544389
810	3.290997867
811	3.289357219
812	3.287289086
813	3.284903109
814	3.28371655
815	3.281878354
816	3.280032418
817	3.2782268
818	3.276816569
819	3.274976074
820	3.273881289
821	3.272731146
822	3.269469269
823	3.266879704
824	3.265162344
825	3.26348528
826	3.261872593
827	3.259722828
828	3.258517998
829	3.256762724
830	3.256131621
831	3.254059704
832	3.251721155
833	3.250733764
834	3.248516516
835	3.246433974
836	3.245337429
837	3.243159095
838	3.242594772
839	3.241273423
840	3.240442016
841	3.240249192
842	3.238341099
843	3.235822339
844	3.233269171
845	3.231673189
846	3.229168451
847	3.229013027
848	3.22719967
849	3.225309201
850	3.224175011
851	3.22216212
852	3.220227785
853	3.219726974
854	3.218529918
855	3.217556228
856	3.216681728
857	3.214544595
858	3.214139792
859	3.212892797
860	3.210662029
861	3.208470157
862	3.206018647
863	3.205205596
864	3.202811425
865	3.200539668
866	3.199971863
867	3.199402442
868	3.197375276
869	3.196017387
870	3.195897226
871	3.195009501
872	3.194693216
873	3.191482479
874	3.189424779
875	3.187476461
876	3.186057106
877	3.184272078
878	3.182341808
879	3.180403514
880	3.178663423
881	3.176273156
882	3.175338577
883	3.174068065
884	3.17149443
885	3.170683413
886	3.168594803
887	3.167553025
888	3.166270566
889	3.164219204
890	3.162496153
891	3.162396419
892	3.160625819
893	3.159465732
894	3.158206055
895	3.156432125
896	3.155584318
897	3.154641277
898	3.153110261
899	3.152192524
900	3.150215786
901	3.149549282
902	3.148729408
903	3.148622766
904	3.147810305
905	3.145375365
906	3.143834776
907	3.143272621
908	3.141583513
909	3.141429711
910	3.139342608
911	3.138327212
912	3.135332907
913	3.132820903
914	3.130752738
915	3.128870004
916	3.127052346
917	3.125974897
918	3.123803931
919	3.122116785
920	3.120498806
921	3.118900066
922	3.117381527
923	3.11634358
924	3.114108165
925	3.113440982
926	3.113291384
927	3.111152945
928	3.109262716
929	3.107710373
930	3.106474787
931	3.105809543
932	3.104661136
933	3.103836632
934	3.102453954
935	3.101260134
936	3.10124047
937	3.100633818
938	3.09894459
939	3.097871114
940	3.096242252
941	3.095382501
942	3.094585599
943	3.092896115
944	3.09091919
945	3.090031233
946	3.087513753
947	3.086792105
948	3.08447884
949	3.082901541
950	3.082243299
951	3.080117227
952	3.078777868
953	3.076888295
954	3.07628651
955	3.073891313
956	3.071089558
957	3.070907627
958	3.070657049
959	3.06999049
960	3.067137084
961	3.065986618
962	3.064387791
963	3.062333933
964	3.059893427
965	3.059018523
966	3.05626382
967	3.054470724
968	3.052967091
969	3.051074125
970	3.050728594
971	3.050383308
972	3.04818714
973	3.047314439
974	3.046283702
975	3.0454739
976	3.042512622
977	3.041845993
978	3.039975252
979	3.038572316
980	3.036603734
981	3.035189614
982	3.033051068
983	3.031277606
984	3.029181603
985	3.027772939
986	3.02467242
987	3.022200108
988	3.021335856
989	3.01943023
990	3.018737064
991	3.01616509
992	3.0144238
993	3.013726376
994	3.013600613
995	3.012151453
996	3.012118341
997	3.011762041
998	3.011087801
999	3.009572148
